"uid","domainID","siteID","namedLocation","collectDate","identifiedDate","sampleID","sampleCode","slideID","acceptedTaxonID","targetTaxaPresent","scientificName","morphospeciesID","taxonRank","phylum","subphylum","class","subclass","infraclass","superorder","order","suborder","infraorder","superfamily","family","subfamily","tribe","subtribe","genus","specificEpithet","infraspecificEpithet","invertebrateLifeStage","sizeClass","sizeCategory","individualCount","subsamplePercent","estimatedTotalCount","immatureSpecimen","indeterminateSpecies","sampleCondition","distinctTaxon","identificationQualifier","identificationReferences","qcChecked","laboratoryName","identifiedBy","identificationRemarks","dataQF","publicationDate","release"
"8f4865c2-0c17-4eb7-a1b2-0395d3adbb17","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"CORSP19","Y","Corynoneura sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Corynoneura","sp.",NA,"larva",2,NA,2,60,3,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"bcc434e0-9939-4c21-bda8-1b714d73b1b6","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.3","A00000109067",NA,"TORSP6","Y","Torrenticola sp.",NA,"genus","Arthropoda","Chelicerata","Arachnida","Acari",NA,"Acariformes","Trombidiformes","Prostigmata",NA,"Lebertioidea","Torrenticolidae",NA,NA,NA,"Torrenticola","sp.",NA,"adult",1,NA,32,50,64,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","Y","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"bec5934c-f425-40ff-9d00-f3ed9991265d","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"BRUEUM","Y","Brundiniella eumorpha",NA,"species","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Tanypodinae","Macropelopiini",NA,"Brundiniella","eumorpha",NA,"larva",2,NA,1,100,1,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2008; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"196f380c-4d2a-40a6-9782-1c4954b81120","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"MICSP5","Y","Microtendipes sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Chironomini",NA,"Microtendipes","sp.",NA,"larva",3,NA,4,60,7,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"b12c8939-dfcc-4bfb-a64c-d6f50f4b6726","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-11,"MART.20210728.SURBER.5","A00000109065",NA,"TORSP6","Y","Torrenticola sp.",NA,"genus","Arthropoda","Chelicerata","Arachnida","Acari",NA,"Acariformes","Trombidiformes","Prostigmata",NA,"Lebertioidea","Torrenticolidae",NA,NA,NA,"Torrenticola","sp.",NA,"adult",1,NA,3,100,3,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"71686350-5cf9-4a98-9e96-99b49c5a2791","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.1","A00000109069",NA,"OLISP6","Y","Oligophlebodes sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Trichoptera",NA,NA,"Limnephiloidea","Uenoidae","Thremmatinae",NA,NA,"Oligophlebodes","sp.",NA,"larva",1,NA,4,13,31,"N","N","condition OK","Y",NA,"Wiggins 1996; Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"902f572b-b168-48c8-802b-064f176f10df","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"ORTLIG","Y","Orthocladius lignicola",NA,"species","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Orthocladius","lignicola",NA,"larva",2,NA,1,100,1,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"9916112a-0b5d-4b31-b482-56f852ced6e8","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.SURBER.3","A00000109067",NA,"SYNSP3","Y","Synorthocladius sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Synorthocladius","sp.",NA,"larva",2,NA,2,50,4,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","Y","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"59b63bfc-0c02-4cf2-afe7-5692a0f4842a","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"ZAVSP","Y","Zavrelimyia sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Tanypodinae","Pentaneurini",NA,"Zavrelimyia","sp.",NA,"larva",4,NA,2,60,3,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"ffa730f5-8bca-4f4b-8c3e-860effc9d5a2","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.SURBER.4","A00000109066",NA,"MICSP6","Y","Micropsectra sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Tanytarsini",NA,"Micropsectra","sp.",NA,"larva",1,NA,1,23,4,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"cf814ea4-9aa7-41a1-bf58-3bcea27078a3","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"MICSP5","Y","Microtendipes sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Chironomini",NA,"Microtendipes","sp.",NA,"larva",2,NA,8,100,8,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"6c32b37c-1ac7-4ffb-bf36-ec3cd633994c","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"HYDSP21","Y","Hydra sp.",NA,"genus","Cnidaria","Medusozoa","Hydrozoa","Hydroidolina",NA,NA,"Anthoathecatae","Capitata",NA,NA,"Hydridae",NA,NA,NA,"Hydra","sp.",NA,"none",1,NA,1,60,2,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"eba05331-0707-4372-8931-c85cf5a840df","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"TANSP8","Y","Tanytarsini sp.",NA,"tribe","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Tanytarsini",NA,NA,"sp.",NA,"larva",1,NA,9,60,15,"Y","N","condition OK","N",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"fa903dd8-f1a1-4116-ad2c-179d9cbc6650","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"ZAVSP","Y","Zavrelimyia sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Tanypodinae","Pentaneurini",NA,"Zavrelimyia","sp.",NA,"larva",4,NA,1,100,1,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"eb82c27d-f302-43d4-b635-9baa0b64a3e6","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"ATUSP1","Y","Aturus sp.",NA,"genus","Arthropoda","Chelicerata","Arachnida","Acari",NA,"Acariformes","Trombidiformes","Prostigmata",NA,"Hygrobatoidea","Aturidae",NA,NA,NA,"Aturus","sp.",NA,"adult",1,NA,6,100,6,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"5aaca930-bd14-492c-bf01-daca0efe9798","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"CHLSP","Y","Chloroperlidae sp.",NA,"family","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Plecoptera","Systellognatha",NA,NA,"Chloroperlidae",NA,NA,NA,NA,"sp.",NA,"larva",1,NA,1,100,1,"Y","N","condition OK","N",NA,"Stewart and Stark 2002; Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"d3dbfad7-bb85-4c0e-832c-353d58c0f9b3","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"TORSP6","Y","Torrenticola sp.",NA,"genus","Arthropoda","Chelicerata","Arachnida","Acari",NA,"Acariformes","Trombidiformes","Prostigmata",NA,"Lebertioidea","Torrenticolidae",NA,NA,NA,"Torrenticola","sp.",NA,"adult",1,NA,11,60,18,"N","N","condition OK","Y",NA,"Thorp and Rogers 2016","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"4f33799d-8253-4ca8-8198-df985c11d9dd","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"PARSP29","Y","Parorthocladius sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Parorthocladius","sp.",NA,"larva",1,NA,1,100,1,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"6ef30fb2-c324-475c-8109-dda6403cb008","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"RHESP1","Y","Rheocricotopus sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Rheocricotopus","sp.",NA,"larva",2,NA,1,100,1,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"0345a451-bb4b-42c6-b6f8-fa0844c276be","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.1","A00000109069",NA,"DIPHAG","Y","Diphetor hageni",NA,"species","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera",NA,"Ephemeroptera","Pisciforma",NA,NA,"Baetidae",NA,NA,NA,"Diphetor","hageni",NA,"larva",1,NA,15,13,115,"N","N","condition OK","Y",NA,"Morihara and McCafferty 1987; Meyer and McCafferty 2001; Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"53a763e7-5ebd-4c60-a292-be407d91429f","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"MICSP6","Y","Micropsectra sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Tanytarsini",NA,"Micropsectra","sp.",NA,"larva",3,NA,5,100,5,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"56fcc2fe-a29e-49ea-9a7f-db62ab7e592a","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.3","A00000109067",NA,"CALCAL","Y","Calineuria californica",NA,"species","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Plecoptera","Systellognatha",NA,NA,"Perlidae","Acroneuriinae","Acroneuriini",NA,"Calineuria","californica",NA,"larva",8,NA,1,50,2,"N","N","condition OK","Y",NA,"Stewart and Stark 2002; Merritt et al. 2019","Y","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"1eecd187-6aa3-4d6a-8ac6-b1062224894b","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"MICSP5","Y","Microtendipes sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Chironomini",NA,"Microtendipes","sp.",NA,"larva",4,NA,1,100,1,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"fda7ef1d-5277-4e03-b9c8-8dbfd016bd20","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"BRISP","Y","Brillia sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Brillia","sp.",NA,"larva",1,NA,1,60,2,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"f9c1ec00-6d8a-4ce7-b7f6-e0e1bb88431e","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-11,"MART.20210728.SURBER.4","A00000109066",NA,"HYDSP23","Y","Hydropsyche sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Trichoptera",NA,NA,"Hydropsychoidea","Hydropsychidae","Hydropsychinae",NA,NA,"Hydropsyche","sp.",NA,"larva",3,NA,9,23,39,"N","N","condition OK","Y",NA,"Wiggins, 1996; Geraci, 2010","N","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"c801c52b-d002-4eb2-960b-bc210023489c","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-11,"MART.20210728.SURBER.5","A00000109065",NA,"LEPSP4","Y","Leptophlebiidae sp.",NA,"family","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera",NA,"Ephemeroptera","Furcatergalia","Lanceolata",NA,"Leptophlebiidae",NA,NA,NA,NA,"sp.",NA,"larva",1,NA,2,100,2,"Y","N","condition OK","N",NA,"Merritt et al. 2019","N","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"92e7446a-c3fb-46d9-b6b4-41192c93053a","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"POLSP13","Y","Polypedilum sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Chironomini",NA,"Polypedilum","sp.",NA,"larva",1,NA,1,100,1,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2008; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"5ae7f759-ea98-4b8d-9f3d-e16d2747a309","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-11,"MART.20210728.SURBER.4","A00000109066",NA,"DRUDOD","Y","Drunella doddsii",NA,"species","Arthropoda","Hexapoda","Insecta","Pterygota","Palaeoptera",NA,"Ephemeroptera","Furcatergalia","Pannota","Ephemerelloidea","Ephemerellidae",NA,NA,NA,"Drunella","doddsii",NA,"larva",2,NA,2,23,9,"N","N","condition OK","Y",NA,"Allen and Edmunds 1962","N","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
"1c1df126-f802-42d1-bf54-9e178af3e82b","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"CORSP19","Y","Corynoneura sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Corynoneura","sp.",NA,"larva",2,NA,2,100,2,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"06a2a40e-610e-44a0-940b-0867936976ca","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"MICSP6","Y","Micropsectra sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Tanytarsini",NA,"Micropsectra","sp.",NA,"larva",2,NA,14,60,23,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"0ffc97b6-9a24-4325-9004-f6005f84fc7d","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.3","A00000109067",NA,"LIMSP5","Y","Limnephilidae sp.",NA,"family","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Trichoptera",NA,NA,"Limnephiloidea","Limnephilidae",NA,NA,NA,NA,"sp.",NA,"larva",3,NA,1,50,2,"Y","N","condition OK","Y",NA,"Wiggins 1996; Merritt et al. 2019","Y","Rhithron Associates, Inc.","J. Webb","Ecclisiomyia?",NA,"20221129T234508Z","RELEASE-2023"
"2d30ef6d-3c14-41a2-a6e0-4b6fa7a63129","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"TANSP11","Y","Tanytarsus sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Tanytarsini",NA,"Tanytarsus","sp.",NA,"larva",1,NA,14,60,23,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","A. Fasbender",NA,NA,"20221129T234508Z","RELEASE-2023"
"b112de01-515f-413e-9824-187b1497faeb","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"MICSP6","Y","Micropsectra sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Tanytarsini",NA,"Micropsectra","sp.",NA,"larva",2,NA,3,100,3,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"635bb4c0-8b78-489f-964e-48b233503780","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.8","A00000109062",NA,"POLSP13","Y","Polypedilum sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Chironominae","Chironomini",NA,"Polypedilum","sp.",NA,"larva",3,NA,3,100,3,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2008; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"8c93c2a4-b692-4f89-88dd-51ee630227a6","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"SWESP","Y","Sweltsa sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Plecoptera","Systellognatha",NA,NA,"Chloroperlidae","Chloroperlinae",NA,NA,"Sweltsa","sp.",NA,"larva",2,NA,4,100,4,"N","N","condition OK","Y",NA,"Stewart and Stark 2002; Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"62c87b77-8c07-444d-ac9d-851526c06b79","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-12,"MART.20210728.SURBER.1","A00000109069",NA,"MALSP4","Y","Malenka sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Plecoptera","Euholognatha",NA,NA,"Nemouridae","Amphinemurinae",NA,NA,"Malenka","sp.",NA,"larva",3,NA,1,13,8,"N","N","condition OK","Y",NA,"Stewart and Stark 2002; Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"6c91ce30-3372-4c6b-a649-65631b633a53","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.SURBER.3","A00000109067",NA,"SYNSP3","Y","Synorthocladius sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Synorthocladius","sp.",NA,"larva",3,NA,5,50,10,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","Y","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"21065926-9b41-4492-afb5-9fb1acefaa75","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.6","A00000109064",NA,"CAPSP2","Y","Capniidae sp.",NA,"family","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Polyneoptera","Plecoptera","Euholognatha",NA,NA,"Capniidae",NA,NA,NA,NA,"sp.",NA,"larva",1,NA,5,100,5,"Y","N","condition OK","Y",NA,"Stewart and Stark 2002; Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"77ac0207-00ad-4e8d-bf2d-4762522092ce","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.SURBER.1","A00000109069",NA,"SYNSP3","Y","Synorthocladius sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Diptera","Nematocera","Culicomorpha",NA,"Chironomidae","Orthocladiinae",NA,NA,"Synorthocladius","sp.",NA,"larva",2,NA,4,13,31,"N","N","condition OK","Y",NA,"Weiderholm, 1983; Weiderholm, 1986; Epler 2001; Ferrington et al. 2019; Andersen, Cranston and Epler 2013","N","Rhithron Associates, Inc.","R. Spring",NA,NA,"20221129T234508Z","RELEASE-2023"
"765cd174-f0c3-4e12-a131-45fd97930a06","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-13,"MART.20210728.HESS.7","A00000109063",NA,"ZAISP","Y","Zaitzevia sp.",NA,"genus","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","Elminae","Macronychini",NA,"Zaitzevia","sp.",NA,"larva",3,NA,1,60,2,"N","N","condition OK","Y",NA,"Brown 1972; Merritt et al. 2019","N","Rhithron Associates, Inc.","B. Moore",NA,NA,"20221129T234508Z","RELEASE-2023"
"d37fd3ed-45fc-42cc-ba65-097433bd0047","D16","MART","MART.AOS.reach",2021-07-28 17:33:00,2022-01-11,"MART.20210728.SURBER.5","A00000109065",NA,"HETCOR","Y","Heterlimnius corpulentus",NA,"species","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","Holometabola","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","Elminae","Elmini",NA,"Heterlimnius","corpulentus",NA,"larva",2,NA,5,100,5,"N","N","condition OK","Y",NA,"Brown 1972; Merritt et al. 2019; Kamite, 2009","N","Rhithron Associates, Inc.","J. Webb",NA,NA,"20221129T234508Z","RELEASE-2023"
